Facility Type,Facility Number,Facility Name,Licensee,Facility Administrator,Facility Telephone Number,Facility Address,Facility City,Facility State,Facility Zip,County Name,Regional Office,Facility Capacity,Facility Status,License First Date,Closed Date,Last Visit Date,Inspection Visits,Complaint Visits,Other Visits,Total Visits,Inspect TypeA,Inspect TypeB,Other TypeA,Other TypeB,Complaint Info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343610256,"CADENCE EDUCATION, INC - WILLARD","CADENCE EDUCATION, INC.","LISTER, KELLY",(916) 353-1031,640 WILLARD DR.,FOLSOM,CA,95630,SACRAMENTO,3,176,LICENSED,7/23/2004,,8/14/2019,3,6,4,13,0,1,2,1,7/12/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343607751,CALIFORNIA FAMILY LEARNING CENTER,CALIFORNIA FAMILY COMMUNITY CHURCH ENTERPRISES,TONAE DIEFENBACHER,(916) 334-3800,6331 WATT AVENUE,NORTH HIGHLANDS,CA,95660,SACRAMENTO,3,109,LICENSED,4/30/2002,,4/22/2019,3,6,4,13,0,7,2,4,4/16/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343615018,CALVARY CHRISTIAN CENTER PRESCHOOL,CALVERY CHRISTIAN CENTER,"LANE, CLASSIC",(916) 921-9303,2727 DEL PASO BLVD.,SACRAMENTO,CA,95815,SACRAMENTO,3,60,LICENSED,5/5/2008,,6/25/2019,3,3,2,8,1,5,0,0,3/19/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343621419,CALVARY CHRISTIAN CENTER (PS),CALVARY CHRISTIAN CHURCH CTR OF SACRAMENTO LLC,"PARKS, MARGARET",(916) 719-8209,9499 EAST STOCKTON BLVD,ELK GROVE,CA,95624,SACRAMENTO,53,20,LICENSED,10/26/2017,,12/4/2018,1,0,1,2,0,3,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343616736,CALVARY CHRISTIAN PRESCHOOL,CALVARY EVENGELISM CENTER,"ARRIAGA, SUSAN",(916) 393-3633,4911 47TH AVENUE,SACRAMENTO,CA,95824,SACRAMENTO,3,67,LICENSED,9/23/2011,,4/20/2018,2,1,1,4,1,0,0,1,9/29/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343616702,CAMELLIA PRESCHOOL,SACRAMENTO CITY UNIFIED SCHOOL DISTRICT,"HAMMOND, ALYCE",(916) 395-4520,6600 COUGAR DRIVE,SACRAMENTO,CA,95828,SACRAMENTO,3,25,LICENSED,4/4/2011,,4/25/2019,3,0,0,3,0,0,0,4,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343617167,CAMELLIA WALDORF SCHOOL,CAMELLIA WALDORF SCHOOL,SHANA MURRAY,(916) 427-5022,5701 FREEPORT BLVD,SACRAMENTO,CA,95822,SACRAMENTO,3,12,CLOSED,12/27/2012,9/11/2015,4/17/2015,1,0,0,1,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343620767,CAMELLIA WALDORF SCHOOL,CAMELLIA WALDORF SCHOOL,"MASON, JENNIFER",(916) 427-5022,7450 POCKET ROAD,SACRAMENTO,CA,95831,SACRAMENTO,3,16,LICENSED,9/11/2015,,1/28/2019,1,0,8,9,0,0,2,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,340307315,CAPITAL CHRISTIAN EARLY EDUCATION CENTER,CAPITAL CHRISTIAN EARLY EDUCATION CENTER,"CHAMBERS, LISA",(916) 856-5630,9470 MICRON,SACRAMENTO,CA,95827,SACRAMENTO,3,206,LICENSED,6/27/1984,,12/10/2018,2,2,8,12,0,1,2,0,3/3/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343611447,CAPITAL CITY CHILD DEVELOPMENT CENTER,SACRAMENTO CITY UNIFIED SCHOOL DISTRICT,"KOHNKE, TERRI",(916) 433-2736,7220 24TH STREET,SACRAMENTO,CA,95822,SACRAMENTO,3,24,LICENSED,1/4/2006,,10/26/2018,3,0,0,3,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,340307875,CARDEN SCHOOL OF SACRAMENTO,MICHELS EDUCATION INSTITUTE,SUSAN COWLEY,(916) 488-1313,3020 MARCONI AVE.,SACRAMENTO,CA,95821,SACRAMENTO,3,34,CLOSED,12/24/1984,5/23/2019,3/16/2017,2,2,0,4,0,2,0,0,5/9/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343617412,CARING CONNECTION CHILDREN'S CENTER,JULIE JENKINS,JULIE JENKINS,(916) 899-9121,2100 J STREET,SACRAMENTO,CA,95816,SACRAMENTO,3,52,LICENSED,4/16/2013,,8/16/2018,2,0,2,4,0,1,1,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343620129,CARING CONNECTION CHILDREN'S CENTER-ELK GROVE,"SATHE, JULIE","DANEL, NANCY",(916) 686-5029,9624 MELROSE AVENUE,ELK GROVE,CA,95624,SACRAMENTO,53,30,CLOSED,12/11/2014,12/25/2015,12/11/2014,0,0,1,1,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343620058,CARL SUNDAHL ELEMENTARY SCHOOL-MONTESSORI PROGRAM,FOLSOM CORDOVA UNIFIED SCHOOL DISTRICT,"HIMMRICH, MONIKA",(916) 294-2425,9932 INWOOD ROAD,FOLSOM,CA,95630,SACRAMENTO,3,25,LICENSED,9/2/2014,,9/25/2017,1,0,2,3,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,340309598,CARMICHAEL PRESBYTERIAN CHURCH PRESCHOOL,CARMICHAEL PRESBYTERIAN CHURCH,"RATLIFF, RACHEL",(916) 486-9189,5645 MARCONI AVENUE,CARMICHAEL,CA,95608,SACRAMENTO,3,72,CLOSED,9/3/1995,6/30/2019,5/7/2018,2,1,1,4,0,1,0,0,5/14/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,340312678,CAROUSEL SCHOOL,"FIDEL, DONNA","FIDEL, DONNA",(916) 363-4616,2052  W. LA LOMA DRIVE,RANCHO CORDOVA,CA,95670,SACRAMENTO,3,73,LICENSED,1/2/1990,,4/24/2019,1,3,5,9,0,0,5,8,4/29/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343601817,CASTORI STATE PRESCHOOL,TWIN RIVER UNIFIED SCHOOL DISTRICT,"WALKER, DAWN",(916) 263-8355,1801 SOUTH AVE,SACRAMENTO,CA,95838,SACRAMENTO,3,45,LICENSED,2/7/1996,,3/11/2019,2,0,0,2,0,3,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343621304,CDC - PLEASANT GROVE PRESCHOOL,"CONTINUING DEVELOPMENT, INC","BRUMFIELD, CASSANDRA",(916) 686-1260,10160 PLEASANT GROVE RD,ELK GROVE,CA,95624,SACRAMENTO,53,20,LICENSED,8/16/2016,,11/15/2018,2,0,2,4,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,340304992,CENTENNIAL CHRISTIAN PRE-SCHOOL,CENTENNIAL UNITED METHODIST CHURCH,"TESSMAN, DENISE",(916) 453-0976,5401 FREEPORT BLVD.,SACRAMENTO,CA,95822,SACRAMENTO,3,35,LICENSED,1/18/1982,,10/13/2017,2,0,0,2,0,2,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,340300119,CENTRAL NURSERY SCHOOL,CENTRAL METHODIST CHURCH,"LAHANN, BETSY",(916) 451-5330,5265 H STREET,SACRAMENTO,CA,95819,SACRAMENTO,3,16,CLOSED,11/29/1972,10/6/2014,4/20/2012,0,0,0,0,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343622985,CHAMPIONS IRENE B WEST,KCE CHAMPIONS LLC,"DODGE, AMY",(530) 391-6816,8625 SERIO WAY,ELK GROVE,CA,95758,SACRAMENTO,3,18,LICENSED,7/11/2019,,5/30/2019,0,0,1,1,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343617619,CHAMPIONS @ ARNOLD ADREANI ELEMENTARY,KCE CHAMPIONS LLC,SHELLY DUNCAN,(916) 647-7269,9927 WILD HAWK WEST,SACRAMENTO,CA,95829,SACRAMENTO,3,39,LICENSED,8/21/2013,,8/22/2019,4,0,2,6,0,2,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343617614,CHAMPIONS @ CARROLL ELEMENTARY,KCE CHAMPIONS LLC,KINYATA KIDD,(916) 647-7269,10325 STATHOS DRIVE,ELK GROVE,CA,95757,SACRAMENTO,53,21,LICENSED,8/19/2013,,3/7/2018,2,0,0,2,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343617498,CHAMPIONS @ SUNRISE ELEMENTARY,KCE CHAMPIONS LLC,"FULTZ, SANDY",(916) 667-2936,11821 COBBLE BROOK DRIVE,RANCHO CORDOVA,CA,95742,SACRAMENTO,3,30,LICENSED,4/26/2013,,5/8/2019,3,0,0,3,0,1,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343601750,CHARLES E. MACK PRESCHOOL,ELK GROVE UNIFIED SCHOOL DIRTRICT,"COLLIER, ROBERTA",(916) 422-1566,4701 BROOKFIELD DRIVE,SACRAMENTO,CA,95823,SACRAMENTO,3,72,LICENSED,2/23/1996,,1/3/2018,2,0,0,2,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,340312413,CHILDREN'S CHOICE LEARNING CENTER,"BROWNING-WROE, SUSAN M.","BROWNING-WROE, SUSAN M.",(916) 723-6932,7312 ANTELOPE RD.,CITRUS HEIGHTS,CA,95621,SACRAMENTO,3,86,CLOSED,8/8/1989,12/26/2018,2/8/2018,2,5,8,15,5,11,4,5,2/20/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343622418,"CHILDREN'S COURTYARD, THE","CHILDREN'S COURTYARD, INC, THE","MAGUIRE-BALLARD, MONICA",(916) 353-0777,777 LEVY ROAD,FOLSOM,CA,95630,SACRAMENTO,3,216,CLOSED,,9/7/2018,6/13/2018,0,0,2,2,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343614231,CHILDREN'S FIRST LEARNING CENTER,"AMEY, NYMIA","AMEY, NYMIA",(916) 852-2505,3039 KILGORE ROAD,RANCHO CORDOVA,CA,95670,SACRAMENTO,3,42,LICENSED,12/5/2007,,5/31/2019,2,6,5,13,1,3,1,1,8/3/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343620037,CHILDREN'S RECEIVING HOME OF SACRAMENTO,CHILDREN'S RECEIVING HOME OF SACRAMENTO PS,"WEGMANN, BRITTANY",(916) 482-2370,3555 AUBURN BLVD,SACRAMENTO,CA,95821,SACRAMENTO,3,10,LICENSED,11/5/2014,,2/1/2018,2,0,1,3,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343610812,CHILDRENS' CREATIVE LEARNING CENTERS,CHILDRENS' CREATIVE LEARNING CENTERS,"TYNES, KELLY",(916) 294-9600,13407 FOLSOM BLVD.,FOLSOM,CA,95630,SACRAMENTO,3,108,CLOSED,9/7/2005,10/14/2014,11/15/2013,0,0,0,0,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343605614,CHILDTIME CHILDREN'S CENTER,"CHILDTIME CHILDCARE, INC.",TRACI MOTE,(916) 648-1061,2555 MILLCREEK DRIVE,SACRAMENTO,CA,95833,SACRAMENTO,3,96,LICENSED,7/7/2000,,10/24/2018,4,4,1,9,0,2,0,0,7/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343604948,CHILDTIME CHILDREN'S CENTER,"CHILDTIME CHILDCARE, INC.",LAURA SIMMONS,(916) 691-3800,7901 LAGUNA BLVD.,ELK GROVE,CA,95758,SACRAMENTO,53,95,LICENSED,10/26/1999,,7/22/2019,3,4,0,7,0,0,0,0,8/23/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,340321306,CHOICES CHARTER,SAN JUAN UNIFIED SCHOOL DISTRICT,"GRIMM, SUSAN",(916) 575-2368,4425 LAURELWOOD WAY,SACRAMENTO,CA,95864,SACRAMENTO,3,50,LICENSED,11/10/1993,,10/20/2017,2,0,0,2,0,1,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,340305003,CHRIST COMMUNITY PRE-SCHOOL,CHRIST COMMUNITY CHURCH,"CHALFANT, NANCY",(916) 331-4977,5025 MANZANITA AVE,CARMICHAEL,CA,95608,SACRAMENTO,3,67,CLOSED,9/11/1981,12/11/2014,3/4/2014,0,0,0,0,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343607981,CIRCLE OF FRIENDS CHILD CARE CENTER,"GILL, JASBIR AND SUKHMINDER","GILL, JASBIR",(916) 972-9200,3708 MARCONI AVE.,SACRAMENTO,CA,95821,SACRAMENTO,3,28,LICENSED,7/31/2002,,6/5/2019,3,0,0,3,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,340314890,CITRUS HEIGHTS HEAD START & STATE P.S.,SAN JUAN UNIFIED SCHOOL DISTRICT,"ORAVETZ,A.;ROSS, A.",(916) 728-3175,7085 AUBURN BLVD.,CITRUS HEIGHTS,CA,95610,SACRAMENTO,3,24,CLOSED,5/4/1992,5/12/2015,3/22/2013,0,0,0,0,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343601589,"CITRUS HEIGHTS PRESCHOOL, INC.","CITRUS HEIGHTS PRESCHOOLS, INC.","NEWTON, PATRICIA",(916) 726-1550,7555 OLD AUBURN,CITRUS HEIGHTS,CA,95610,SACRAMENTO,3,81,LICENSED,12/8/1995,,7/19/2018,2,0,2,4,2,3,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343617265,CLAIRE'S MONTESSORI,"GHATTAS, CLAIRE","GHATTAS, CLAIRE",(916) 987-1533,7331 BEECH AVENUE,ORANGEVALE,CA,95662,SACRAMENTO,3,60,LICENSED,8/24/2012,,8/22/2019,3,2,2,7,1,5,1,1,1/24/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343621345,CLAIRE'S MONTESSORI INTL ACADEMY (PS),"GHATTAS, CLAIRE","GHATTAS, CLAIRE",(916) 812-8744,7224 BEECH AVE,ORANGEVALE,CA,95662,SACRAMENTO,3,14,LICENSED,8/26/2016,,10/26/2018,1,2,1,4,0,3,0,0,8/21/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343600077,CLAYTON B. WIRE PRESCHOOL,SCUSD CHILD DEVELOPMENT,"THOMPSON, P./POWELL, J.",(916) 433-5585,5100 EL PARAISO AVENUE,SACRAMENTO,CA,95824,SACRAMENTO,3,24,CLOSED,4/4/1994,1/15/2015,5/27/2010,0,0,0,0,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,340314896,COLEMAN HEAD START & PRESCHOOL,SAN JUAN UNIFIED SCHOOL DISTRICT,"ROHR, WHALEY &MCKEE",(916) 988-7130,6545 BEECH AVE.,ORANGEVALE,CA,95662,SACRAMENTO,3,124,LICENSED,5/4/1992,,5/24/2019,3,0,0,3,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343603314,COLLIS P. HUNTINGTON HEAD START,SCUSD CHILD DEVELPMENT,"MILLER, MELISSA",(916) 433-5437,5917 26TH STREET,SACRAMENTO,CA,95822,SACRAMENTO,3,24,LICENSED,10/29/1997,,3/1/2019,3,0,2,5,0,4,0,3,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,340300156,CORDOVA BAPTIST PRESCHOOL,"CORDOVA BAPTIST CHURCH, INC.","HUPPERT, CARRIE",(916) 638-5506,10527 COLOMA ROAD,RANCHO CORDOVA,CA,95670,SACRAMENTO,3,87,LICENSED,1/23/1972,,3/7/2019,2,0,0,2,3,1,1,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,340300154,CORDOVA COMMUNITY PRE-SCHOOL NURSERY,"NEW LIFE CENTER, INC.",MARIA SALGADO,(916) 635-5086,2451 ZINFANDEL DRIVE,RANCHO CORDOVA,CA,95670,SACRAMENTO,3,52,LICENSED,10/29/1971,,10/19/2018,3,0,3,6,1,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343617651,CORDOVA GARDENS PRESCHOOL,"FOLSOM CORDOVA, USD PRESCHOOL PROGRAMS","ALTOP, BYANCA",(916) 635-4301,2400 DAWES STREET,RANCHO CORDOVA,CA,95670,SACRAMENTO,3,24,LICENSED,9/12/2013,,2/14/2018,1,0,0,1,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343616437,CORDOVA LANE PRESCHOOL,FOLSOM CORDOVA USD PRESCHOOL PROGRAMS,"THREEMOONS-ROGGE, MARY",(916) 635-4301,2460 CORDOVA LANE,RANCHO CORDOVA,CA,95670,SACRAMENTO,3,60,LICENSED,8/10/2010,,8/28/2019,2,0,1,3,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,340318372,CORDOVA MEADOWS ELEMENTARY SCHOOL,FOLSOM CORDOVA UNIFIED SCHOOL DISTRICT,"YIM, JEAN",(916) 363-3818,2550 LA LOMA DRIVE,RANCHO CORDOVA,CA,95670,SACRAMENTO,3,30,LICENSED,6/22/1992,,3/22/2018,1,0,1,2,0,0,1,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,340318374,CORDOVA VILLA ELEMENTARY SCHOOL,FOLSOM CORDOVA UNIFIED SCHOOL DISTRICT,"CHAVEZ, AUNDRIA",(916) 366-6181,10460 REYMOUTH AVENUE,RANCHO CORDOVA,CA,95670,SACRAMENTO,3,22,LICENSED,6/22/1992,,5/13/2019,1,0,1,2,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,340302052,CORNERSTONE CHRISTIAN SCHOOL,CORNERSTONE CHRISTIAN SCHOOL,BECKY KIDDER/BARBARANYGREN,(916) 332-4070,5073 ANDREA BLVD,SACRAMENTO,CA,95842,SACRAMENTO,3,48,LICENSED,10/19/1989,,11/27/2017,1,0,0,1,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343607290,COSUMNES RIVER COLLEGE CHILD DEVELOPMENT CENTER,COSUMNES RIVER COLLEGE,JENNIFER PATRICK,(916) 691-7380,8401 CENTER PARKWAY,SACRAMENTO,CA,95823,SACRAMENTO,3,96,LICENSED,2/28/2002,,11/13/2017,2,0,0,2,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343603677,COTTAGE KIDS CHILDREN'S CENTER,BRIGHT HORIZONS CHILDREN'S CENTERS LLC,"ALLEY, NICOLE",(916) 979-2011,2800 COTTAGE WAY,SACRAMENTO,CA,95825,SACRAMENTO,3,64,LICENSED,9/28/1998,,7/12/2019,4,1,1,6,0,0,1,0,3/7/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343605736,COTTAGE STATE PRESCHOOL,SAN JUAN UNIFIED SCHOOL DISTRICT,"FEUSI, KIM",(916) 575-2306,2221 MORSE AVENUE,SACRAMENTO,CA,95825,SACRAMENTO,3,26,LICENSED,9/28/2000,,1/29/2019,3,0,0,3,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,340313576,COUNTRY HILL MONTESSORI,"HOSSEINI, ELISABETH","BYRD, TANYA",(916) 969-2929,6131 KENNETH AVE,FAIR OAKS,CA,95628,SACRAMENTO,3,60,CLOSED,8/17/1990,3/2/2018,12/19/2017,2,0,0,2,0,1,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343622305,"COUNTRY HILL MONTESSORI, INC.","COUNTRY HILL MONTESSORI, INC","BYRD, TANYA",(916) 969-2929,6131 KENNETH AVENUE,FAIR OAKS,CA,95628,SACRAMENTO,3,60,LICENSED,3/2/2018,,3/2/2018,0,0,1,1,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,340302960,COUNTRY OAKS PRE-SCHOOL,"COUNTRY OAKS SCHOOL, INC.",WILLIAMS & CAPLAN,(916) 484-1441,2661 NORTHRUP AVENUE,SACRAMENTO,CA,95864,SACRAMENTO,3,51,LICENSED,9/4/1979,,3/24/2017,2,0,0,2,0,4,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343616551,COUNTRYHILL MONTESSORI,COUNTRYHILL MONTESSORI,"MORGAN, ELIZABETH",(916) 728-2929,7048 SUNRISE BLVD.,CITRUS HEIGHTS,CA,95610,SACRAMENTO,3,102,LICENSED,12/20/2010,,2/28/2019,2,3,0,5,0,0,0,0,12/27/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,340314894,COYLE AVE HEAD START & STATE PRESCHOOL,SAN JUAN UNIFIED SCHOOL DISTRICT,"FASUYI, TERRI",(916) 867-2015,6330 COYLE AVE.,CARMICHAEL,CA,95608,SACRAMENTO,3,24,LICENSED,5/4/1992,,3/28/2019,2,0,0,2,0,3,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343621681,CREATIVE SPACES PRESCHOOL AND LEARNING CENTER,"THORN, MANPREET","THORN, MANPREET",(916) 307-7109,5315 H STREET,SACRAMENTO,CA,95819,SACRAMENTO,3,24,CLOSED,,3/3/2017,,0,0,0,0,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343622084,CREATIVE SPACES PRESCHOOL AND LEARNING CENTER,"CREATIVE SPACES PRESCHOOL AND LEARNING CENTER, INC","MONG, ELIZABETH",(916) 307-7109,5315 H STREET,SACRAMENTO,CA,95819,SACRAMENTO,3,30,LICENSED,11/2/2017,,7/18/2019,2,0,1,3,0,1,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343620671,CREATIVE SPIRIT LEARNING CENTER,"BRANN, NICOLE & TAYLOR GREEN, AUBREY","BRANN, NICOLE",(916) 967-7883,10729 FAIR OAKS BLVD,FAIR OAKS,CA,95628,SACRAMENTO,3,24,CLOSED,1/22/2016,5/28/2019,2/26/2019,2,0,2,4,0,2,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343623141,CREATIVE SPIRIT LEARNING CENTER,"CREATIVE SPIRIT LEARNING, LLC","BRANN, NICOLE",(916) 967-7883,10729 FAIR OAKS BLVD,FAIR OAKS,CA,95628,SACRAMENTO,3,24,LICENSED,5/28/2019,,5/22/2019,0,0,1,1,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343619592,CYRIL SPINELLI CDC,CONTINUING DEVELOPMENT INC.,"MITCHELL, KRYSTLE",(916) 348-7415,3401 SCOTLAND DRIVE,ANTELOPE,CA,95843,SACRAMENTO,3,24,LICENSED,11/12/2013,,1/17/2019,3,1,3,7,0,0,0,0,9/26/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,340306387,C.P. HUNTINGTON CHILDREN'S CENTER,SCUSD CHILD DEVELOPMENT,"CORRAL, ANGELINA",(916) 433-5438,5917 26TH STREET,SACRAMENTO,CA,95822,SACRAMENTO,3,67,LICENSED,5/23/1982,,3/1/2019,3,0,3,6,0,0,1,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343621967,D'S ANGELS PRESCHOOL & CHILD DEVELOPMENT CENTER,"REED, DE'ANGELA","REED, DE'ANGELA",(916) 241-5911,2400 GLENDALE LANE #E,SACRAMENTO,CA,95825,SACRAMENTO,3,24,CLOSED,,5/7/2018,,0,0,0,0,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343619901,D'S ANGELS PRESCHOOL & CHILD DEVELOPMENT CENTER,DE'ANGELA M REED,DE'ANGELA M REED,(916) 737-5209,2810 REDDING AVENUE #F,SACRAMENTO,CA,95820,SACRAMENTO,3,34,CLOSED,9/18/2014,9/1/2017,7/27/2017,1,4,0,5,0,2,0,0,8/4/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343621270,DAR-UL-MADINAH,DAR-UL-MADINAH,TBD,(916) 779-2109,4110 NORTH FREEWAY BLVD,SACRAMENTO,CA,95834,SACRAMENTO,3,72,LICENSED,8/23/2016,,8/23/2016,0,0,1,1,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
