FacilityType,FacilityNumber,FacilityName,FacilityNameProper,Licensee,FacilityAdministrator,FacilityTelephoneNumber,FacilityAddress,FacilityAddressProper,FacilityCity,FacilityCityProper,FacilityState,FacilityZip,CountyName,RegionalOffice,FacilityCapacity,FacilityStatus,LicenseFirstDate,ClosedDate,LastVisitDate,InspectionVisits,ComplaintVisits,OtherVisits,TotalVisits,InspectTypeA,InspectTypeB,OtherTypeA,OtherTypeB,ComplaintInfo,AUTO_UNIQUE_ID_2019-09-04_weverka_ChildCareCente,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType,Modified
DAY CARE CENTER,343605816,BEAR FLAG CHILDREN'S CENTER,Bear Flag Children'S Center,SCUSD CHILD DEVELOPMENT,"MARTINEZ, ARLYNE",(916) 433-2747,6620 GLORIA DRIVE,6620 Gloria Drive,SACRAMENTO,Sacramento,CA,95831,SACRAMENTO,3,24,LICENSED,9/20/2000,,2/20/2018,2,0,1,3,0,1,0,0,No Complaints,37,USCGeocoder,218.8408,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.33727811,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.5081522,-121.5272403,Relaxed,
DAY CARE CENTER,343600723,"BEARS LEARNING CENTER, THE","Bears Learning Center, The","BEARS LEARNING CENTER, LLC","PUOPOLO, ANTOINETTE",(916) 925-2356,2344 HURLEY AVE,2344 Hurley Ave,SACRAMENTO,Sacramento,CA,95825,SACRAMENTO,3,35,CLOSED,11/17/1994,1/11/2018,9/29/2017,2,1,1,4,1,5,0,0,2/2/2015,38,USCGeocoder,62.4836,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,1858.344706,ArealInterpolationGeometricCentroid,Parcel,93.08284024,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.58844922,-121.4082151,Relaxed,
DAY CARE CENTER,343610782,BELL'S CHILD DEVELOPMENT CENTER,Bell'S Child Development Center,DONNA BELL-DENT,JOYCE JACKSON,(916) 422-1012,4390 47TH AVE.,4390 47Th Ave.,SACRAMENTO,Sacramento,CA,95824,SACRAMENTO,3,35,CLOSED,4/25/2005,8/11/2017,4/4/2017,2,0,0,2,0,1,0,0,No Complaints,39,USCGeocoder,109.3637,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,966.3066037,LinearInterpolationAddressRange,StreetSegment,99.89940828,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.51030288,-121.4554032,Relaxed,
DAY CARE CENTER,343614871,BERGAMO MONTESSORI SCHOOL,Bergamo Montessori School,"BERGAMO PREPARATORY SCHOOL, INC.","MODESTE, KISHA",(916) 399-1900,8200 POCKET ROAD,8200 Pocket Road,SACRAMENTO,Sacramento,CA,95831,SACRAMENTO,3,72,LICENSED,12/18/2007,,2/7/2019,3,3,3,9,0,2,0,1,11/28/2018,40,USCGeocoder,203.3746,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.33727811,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.4799952,-121.5166557,Relaxed,
DAY CARE CENTER,343614927,"BIG KIDS CLUB, THE","Big Kids Club, The","BIG KIDS CLUB, THE","SHAW, KIM",(916) 638-1686,10600 COLOMA ROAD,10600 Coloma Road,RANCHO CORDOVA,Rancho Cordova,CA,95670,SACRAMENTO,3,36,CLOSED,12/20/2007,4/15/2015,8/15/2011,0,0,0,0,0,0,0,0,No Complaints,41,USCGeocoder,249.765,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.33727811,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.60854,-121.2930243,Relaxed,
DAY CARE CENTER,343620719,BLOSSOMING BRILLIANCE,Blossoming Brilliance,"BLOSSOMING BRILLIANCE, LLC","BLAKELY, KIMBERLY",(916) 574-9591,1996 DEL PASO ROAD STE.178,1996 Del Paso Road Ste.178,SACRAMENTO,Sacramento,CA,95834,SACRAMENTO,3,45,CLOSED,8/27/2015,7/16/2017,2/22/2017,0,6,2,8,0,0,0,1,3/17/2017,42,USCGeocoder,62.5366,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,7323.880878,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.65593692,-121.5067398,Exact,
DAY CARE CENTER,343604980,BOWLING GREEN CHACON PRESCHOOL,Bowling Green Chacon Preschool,SACRAMENTO CITY UNIFIED SCHOOL DISTRICT,"SANCHEZ, TAMMY",(916) 433-5598,"6807 FRANKLIN BLVD., ROOM BF1","6807 Franklin Blvd., Room Bf1",SACRAMENTO,Sacramento,CA,95823,SACRAMENTO,3,24,LICENSED,10/20/1999,,11/27/2018,3,0,0,3,0,0,0,0,No Complaints,43,USCGeocoder,78.1558,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,84218.93574,ArealInterpolationGeometricCentroid,Parcel,99,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.50222343,-121.4599077,Relaxed,
DAY CARE CENTER,343617697,BOWLING GREEN MCCOY PRESCHOOL,Bowling Green Mccoy Preschool,SACRAMENTO CITY UNIFIED SCHOOL DISTRICT,SUZANNE GONZALES,(916) 433-5426,4211 TURNBRIDGE DRIVE,4211 Turnbridge Drive,SACRAMENTO,Sacramento,CA,95823,SACRAMENTO,3,28,LICENSED,9/3/2013,,5/9/2019,2,1,0,3,0,0,0,0,6/5/2019,44,USCGeocoder,93.9383,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2943.298644,LinearInterpolationAddressRange,StreetSegment,99.89940828,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.5017113,-121.4580434,Relaxed,
DAY CARE CENTER,340320032,BRADSHAW CHRISTIAN SCHOOL,Bradshaw Christian School,BRADSHAW CHRISTIAN SCHOOL,"SARMIENTO, LEAH",(916) 688-0521,8324 BRADSHAW ROAD,8324 Bradshaw Road,SACRAMENTO,Sacramento,CA,95829,SACRAMENTO,3,239,LICENSED,7/19/1993,,12/20/2018,2,7,6,15,0,3,2,0,11/1/2017,45,USCGeocoder,234.403,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.4553918,-121.3362645,Exact,
DAY CARE CENTER,340306389,BRET HARTE,Bret Harte,SCUSD CHILD DEVELOPMENT,"ZOLINIKOV, IRINA",(916) 277-6263,2761 9TH AVENUE,2761 9Th Avenue,SACRAMENTO,Sacramento,CA,95818,SACRAMENTO,3,76,LICENSED,3/13/1980,,11/15/2018,2,0,6,8,0,0,1,0,No Complaints,46,USCGeocoder,109.3638,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4245.421235,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.54396599,-121.4774249,Exact,
DAY CARE CENTER,340311608,BRIGHT BEGINNINGS PRESCHOOL - A PARENT COOPERATIVE,Bright Beginnings Preschool - A Parent Cooperative,BRIGHT BEGINNINGS PRESCHOOL - A PARENT COOPERATIVE,"EDWINSON, SHAWN",(916) 983-5106,450 BLUE RAVINE RD.,450 Blue Ravine Rd.,FOLSOM,Folsom,CA,95630,SACRAMENTO,3,30,LICENSED,8/31/1988,,10/24/2018,3,0,2,5,1,1,1,0,No Complaints,47,USCGeocoder,62.6979,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,21045.1981,ArealInterpolationGeometricCentroid,Parcel,96,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.673226,-121.1496247,Relaxed,
DAY CARE CENTER,343601083,BRIGHTON SCHOOLS-FOLSOM,Brighton Schools-Folsom,BRIGHTON SCHOOLS-FOLSOM,"ANDERSON, TIFFANY",(916) 353-0777,777 LEVY ROAD,777 Levy Road,FOLSOM,Folsom,CA,95630,SACRAMENTO,3,244,CLOSED,6/12/1995,2/1/2019,11/6/2018,2,0,4,6,0,1,2,1,No Complaints,48,USCGeocoder,93.6406,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,3928.646753,ArealInterpolationGeometricCentroid,Parcel,96,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.66141954,-121.1593952,Relaxed,
DAY CARE CENTER,343604081,BRIGHTON SCHOOLS-NATOMA STATION,Brighton Schools-Natoma Station,BRIGHTON SCHOOLS NATOMA STAION,"ROMERO, MARY",(916) 985-2222,405 NATOMA STATION DRIVE,405 Natoma Station Drive,FOLSOM,Folsom,CA,95630,SACRAMENTO,3,96,CLOSED,11/2/1998,6/23/2016,1/21/2016,0,0,1,1,0,0,0,0,No Complaints,49,USCGeocoder,62.3022,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,4378.661127,ArealInterpolationGeometricCentroid,Parcel,96,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.65258113,-121.1773029,Relaxed,
DAY CARE CENTER,343623090,BRIGHTON SCHOOLS NATOMA STATION,Brighton Schools Natoma Station,"LEARNING CENTER, THE",DIANE WINELAND,(916) 257-4409,405 NATOMA STATION DRIVE,405 Natoma Station Drive,FOLSOM,Folsom,CA,95630,SACRAMENTO,3,48,LICENSED,5/21/2019,,4/25/2019,0,0,1,1,0,0,0,0,No Complaints,50,USCGeocoder,15.5887,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,4378.661127,ArealInterpolationGeometricCentroid,Parcel,96,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.65258113,-121.1773029,Relaxed,
DAY CARE CENTER,343620256,BROOKFIELD PRESCHOOL,Brookfield Preschool,BROOKFIELD SCHOOL INC,"MARQUEZ, JANIE",(916) 442-1255,6115 RIVERSIDE BLVD.,6115 Riverside Blvd.,SACRAMENTO,Sacramento,CA,95831,SACRAMENTO,3,72,LICENSED,1/8/2015,,3/18/2019,2,0,2,4,0,0,0,0,No Complaints,51,USCGeocoder,234.3746,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.33727811,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.5162747,-121.5259542,Relaxed,
DAY CARE CENTER,343622721,BUILDING KIDZ - BLUE RAVINE (PS),Building Kidz - Blue Ravine (Ps),BUILDING KIDZ WORLDWIDE LLC,SANJA KELECIJA,(916) 608-9900,231 BLUE RAVINE #400,231 Blue Ravine #400,FOLSOM,Folsom,CA,95630,SACRAMENTO,3,48,LICENSED,2/28/2019,,2/28/2019,0,0,2,2,0,0,0,0,No Complaints,52,USCGeocoder,31.1825,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,6607.701361,ArealInterpolationGeometricCentroid,Parcel,90.08284024,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.65586437,-121.1701272,Relaxed,
DAY CARE CENTER,343622693,BUILDING KIDZ - GREENBACK (PS),Building Kidz - Greenback (Ps),"BUILDING KIDZ WORLDWIDE, LLC","KELEEIJA, SANJA",(916) 735-3165,8073 GREENBACK LANE,8073 Greenback Lane,CITRUS HEIGHTS,Citrus Heights,CA,95610,SACRAMENTO,3,40,LICENSED,1/25/2019,,1/4/2019,0,0,1,1,0,0,0,0,No Complaints,53,USCGeocoder,93.5504,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,3400.048426,ArealInterpolationGeometricCentroid,Parcel,96,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.67902607,-121.2635932,Relaxed,
DAY CARE CENTER,343622714,BUILDING KIDZ - W. STOCKTON (PS),Building Kidz - W. Stockton (Ps),BUILDING KIDZ WORLDWIDE LLC,"LEGOSTAYEVA, OLGA",(916) 801-9072,7511 WEST STOCKTON,7511 West Stockton,SACRAMENTO,Sacramento,CA,95823,SACRAMENTO,3,39,LICENSED,1/4/2019,,2/21/2019,0,0,2,2,0,0,0,0,No Complaints,54,USCGeocoder,109.2297,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4533.908334,LinearInterpolationAddressRange,StreetSegment,94.86982249,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.48445052,-121.423579,Relaxed,
DAY CARE CENTER,343622719,BUILDING KIDZ - ZINFANDEL (PS),Building Kidz - Zinfandel (Ps),BUILDING KIDZ WORLDWIDE LLC,"DORER, TIARA",(916) 706-2653,1941 ZINFANDEL DRIVE,1941 Zinfandel Drive,RANCHO CORDOVA,Rancho Cordova,CA,95670,SACRAMENTO,3,18,LICENSED,3/19/2019,,1/10/2019,0,0,1,1,0,0,0,0,No Complaints,55,USCGeocoder,203.1161,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.33727811,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.6140165,-121.270533,Relaxed,
DAY CARE CENTER,343616190,BUSY BEE CHILDHOOD DEVELOPMENT CENTER,Busy Bee Childhood Development Center,BUSY BEE EARLY CHILD DEVELOPMENT CENTER,"AITKEN, NANCY",(916) 457-7348,1618 27TH STREET,1618 27Th Street,SACRAMENTO,Sacramento,CA,95816,SACRAMENTO,3,70,LICENSED,2/1/2010,,1/31/2019,2,3,2,7,0,1,1,1,10/2/2017,56,USCGeocoder,359.3918,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.33727811,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.5669636,-121.4739949,Relaxed,
DAY CARE CENTER,343616339,BUSY BEES CHILD CARE CENTER,Busy Bees Child Care Center,ADORERS OF THE HOLY CROSS SISTERS,"NGUYEN, THERESE",(916) 383-3278,8205 FLORIN ROAD,8205 Florin Road,SACRAMENTO,Sacramento,CA,95828,SACRAMENTO,3,30,LICENSED,2/3/2011,,5/3/2018,2,0,2,4,0,2,2,3,No Complaints,57,USCGeocoder,109.1188,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2465.178049,LinearInterpolationAddressRange,StreetSegment,99.89940828,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.49612491,-121.4037416,Relaxed,
DAY CARE CENTER,343606979,B.J. JORDAN CHILD CARE-DRY CREEK,B.J. Jordan Child Care-Dry Creek,"B.J. JORDAN CHILD CARE PROGRAMS, INC.","SMITH, ERIKA",(916) 991-4756,1230 G STREET,1230 G Street,RIO LINDA,Rio Linda,CA,95673,SACRAMENTO,3,30,LICENSED,9/20/2001,,11/8/2018,2,0,0,2,0,0,0,0,No Complaints,58,USCGeocoder,93.8749,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,16330.05541,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.67999365,-121.4371408,Exact,
DAY CARE CENTER,343605727,B.J. JORDAN CHILD CARE-NATOMAS PRESCHOOL,B.J. Jordan Child Care-Natomas Preschool,"B.J. JORDAN CHILD CARE PROGRAMS, INC.","MILLIKEN, CAROL",(916) 646-1266,2800 STONECREEK,2800 Stonecreek,SACRAMENTO,Sacramento,CA,95833,SACRAMENTO,3,30,INACTIVE,9/6/2000,,7/20/2018,1,0,2,3,0,0,0,0,No Complaints,59,USCGeocoder,93.4462,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1236.218943,LinearInterpolationAddressRange,StreetSegment,97.04142012,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.61815491,-121.4939302,Relaxed,
DAY CARE CENTER,340306413,B.J. JORDAN CHILD CARE PROGRAMS - NORTH HIGHLANDS,B.J. Jordan Child Care Programs - North Highlands,"B.J. JORDAN CHILD CARE PROGRAMS, INC.","ECKERLE, PATRICIA",(916) 331-0301,3735 STEPHEN DRIVE,3735 Stephen Drive,NORTH HIGHLANDS,North Highlands,CA,95660,SACRAMENTO,3,24,INACTIVE,4/21/1982,,9/18/2015,1,0,0,1,0,0,0,0,No Complaints,60,USCGeocoder,109.3675,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,4488.699725,ArealInterpolationGeometricCentroid,Parcel,96,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.67747385,-121.3766825,Relaxed,
DAY CARE CENTER,343610248,"CADENCE EDUCATION, INC - ALHAMBRA","Cadence Education, Inc - Alhambra","CADENCE EDUCATION, LLC",MIA ROSE,(916) 452-5150,1820 ALHAMBRA BLVD.,1820 Alhambra Blvd.,SACRAMENTO,Sacramento,CA,95816,SACRAMENTO,3,36,LICENSED,7/23/2004,,12/10/2018,2,0,0,2,2,2,0,0,No Complaints,61,USCGeocoder,124.882,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2808.169601,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.56377235,-121.469213,Exact,
DAY CARE CENTER,343610266,"CADENCE EDUCATION, INC - CLARKSVILLE","Cadence Education, Inc - Clarksville","CADENCE EDUCATION, INC.","HAINES, SANDRA",(916) 983-0224,76 CLARKSVILLE RD.,76 Clarksville Rd.,FOLSOM,Folsom,CA,95630,SACRAMENTO,3,180,LICENSED,7/23/2004,,3/19/2019,2,0,3,5,3,0,1,0,No Complaints,62,USCGeocoder,124.8744,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,5491.746203,ArealInterpolationGeometricCentroid,Parcel,96,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.65615351,-121.1300325,Relaxed,
DAY CARE CENTER,343617315,"CADENCE EDUCATION, INC - EL CAMINO","Cadence Education, Inc - El Camino","CADENCE EDUCATION, INC.","SALVINO, DEBI",(916) 481-6144,5739 EL CAMINO AVENUE,5739 El Camino Avenue,CARMICHAEL,Carmichael,CA,95608,SACRAMENTO,3,84,LICENSED,12/17/2012,,8/14/2019,3,6,2,11,0,0,0,0,8/20/2019,63,USCGeocoder,78.0497,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,3778.656903,ArealInterpolationGeometricCentroid,Parcel,96,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.61054151,-121.3305513,Relaxed,
DAY CARE CENTER,343610244,"CADENCE EDUCATION, INC - I STREET","Cadence Education, Inc - I Street","CADENCE EDUCATION, LLC","RUSCH, BETHEL",(916) 442-0722,600 I STREET #100,600 I Street #100,SACRAMENTO,Sacramento,CA,95814,SACRAMENTO,3,74,LICENSED,7/23/2004,,4/9/2019,3,1,4,8,2,3,1,0,10/31/2014,64,USCGeocoder,93.9338,1,4.1,,,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,3711226.046,ArealInterpolationGeometricCentroid,ZCTA,60,FeatureClassBased,ReturnAll,,ZCTACentroid,,,1,38.5824581,-121.5001997,Relaxed;Soundex,1
DAY CARE CENTER,343610254,"CADENCE EDUCATION, INC - SKYLAND","Cadence Education, Inc - Skyland","CADENCE EDUCATION, LLC","MARTINEZ, SARA",(916) 725-0302,4110 SKYLAND COURT,4110 Skyland Court,ANTELOPE,Antelope,CA,95843,SACRAMENTO,3,164,ON PROBATION,7/23/2004,,6/4/2019,3,17,11,31,0,0,7,0,6/26/2019,65,USCGeocoder,93.5444,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,5321.505371,ArealInterpolationGeometricCentroid,Parcel,96,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.71484224,-121.3686982,Relaxed,
DAY CARE CENTER,343610256,"CADENCE EDUCATION, INC - WILLARD","Cadence Education, Inc - Willard","CADENCE EDUCATION, INC.","LISTER, KELLY",(916) 353-1031,640 WILLARD DR.,640 Willard Dr.,FOLSOM,Folsom,CA,95630,SACRAMENTO,3,176,LICENSED,7/23/2004,,8/14/2019,3,6,4,13,0,1,2,1,7/12/2019,66,USCGeocoder,109.4095,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,4007.052148,ArealInterpolationGeometricCentroid,Parcel,96,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.6519195,-121.1647481,Relaxed,
DAY CARE CENTER,343607751,CALIFORNIA FAMILY LEARNING CENTER,California Family Learning Center,CALIFORNIA FAMILY COMMUNITY CHURCH ENTERPRISES,TONAE DIEFENBACHER,(916) 334-3800,6331 WATT AVENUE,6331 Watt Avenue,NORTH HIGHLANDS,North Highlands,CA,95660,SACRAMENTO,3,109,LICENSED,4/30/2002,,4/22/2019,3,6,4,13,0,7,2,4,4/16/2019,67,USCGeocoder,156.2479,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,16098.32801,ArealInterpolationGeometricCentroid,Parcel,96,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.68254526,-121.3841969,Relaxed,
DAY CARE CENTER,343615018,CALVARY CHRISTIAN CENTER PRESCHOOL,Calvary Christian Center Preschool,CALVERY CHRISTIAN CENTER,"LANE, CLASSIC",(916) 921-9303,2727 DEL PASO BLVD.,2727 Del Paso Blvd.,SACRAMENTO,Sacramento,CA,95815,SACRAMENTO,3,60,LICENSED,5/5/2008,,6/25/2019,3,3,2,8,1,5,0,0,3/19/2018,68,USCGeocoder,47.0376,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,3870.343186,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.61640952,-121.4425072,Exact,
DAY CARE CENTER,343621419,CALVARY CHRISTIAN CENTER (PS),Calvary Christian Center (Ps),CALVARY CHRISTIAN CHURCH CTR OF SACRAMENTO LLC,"PARKS, MARGARET",(916) 719-8209,9499 EAST STOCKTON BLVD,9499 East Stockton Blvd,ELK GROVE,Elk Grove,CA,95624,SACRAMENTO,53,20,LICENSED,10/26/2017,,12/4/2018,1,0,1,2,0,3,0,0,No Complaints,69,USCGeocoder,218.744,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.4130394,-121.3894617,Exact,
DAY CARE CENTER,343616736,CALVARY CHRISTIAN PRESCHOOL,Calvary Christian Preschool,CALVARY EVENGELISM CENTER,"ARRIAGA, SUSAN",(916) 393-3633,4911 47TH AVENUE,4911 47Th Avenue,SACRAMENTO,Sacramento,CA,95824,SACRAMENTO,3,67,LICENSED,9/23/2011,,4/20/2018,2,1,1,4,1,0,0,1,9/29/2015,70,USCGeocoder,171.8985,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4790.497872,LinearInterpolationAddressRange,StreetSegment,99.89940828,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.51051716,-121.4485999,Relaxed,
DAY CARE CENTER,343616702,CAMELLIA PRESCHOOL,Camellia Preschool,SACRAMENTO CITY UNIFIED SCHOOL DISTRICT,"HAMMOND, ALYCE",(916) 395-4520,6600 COUGAR DRIVE,6600 Cougar Drive,SACRAMENTO,Sacramento,CA,95828,SACRAMENTO,3,25,LICENSED,4/4/2011,,4/25/2019,3,0,0,3,0,0,0,4,No Complaints,71,USCGeocoder,250.0245,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.33727811,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.5077223,-121.420124,Relaxed,
DAY CARE CENTER,343617167,CAMELLIA WALDORF SCHOOL,Camellia Waldorf School,CAMELLIA WALDORF SCHOOL,SHANA MURRAY,(916) 427-5022,5701 FREEPORT BLVD,5701 Freeport Blvd,SACRAMENTO,Sacramento,CA,95822,SACRAMENTO,3,12,CLOSED,12/27/2012,9/11/2015,4/17/2015,1,0,0,1,0,0,0,0,No Complaints,72,USCGeocoder,125.0252,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2154.810936,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.52174909,-121.498074,Exact,
DAY CARE CENTER,343620767,CAMELLIA WALDORF SCHOOL,Camellia Waldorf School,CAMELLIA WALDORF SCHOOL,"MASON, JENNIFER",(916) 427-5022,7450 POCKET ROAD,7450 Pocket Road,SACRAMENTO,Sacramento,CA,95831,SACRAMENTO,3,16,LICENSED,9/11/2015,,1/28/2019,1,0,8,9,0,0,2,0,No Complaints,73,USCGeocoder,234.1686,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.33727811,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.485962,-121.5482046,Relaxed,
DAY CARE CENTER,340307315,CAPITAL CHRISTIAN EARLY EDUCATION CENTER,Capital Christian Early Education Center,CAPITAL CHRISTIAN EARLY EDUCATION CENTER,"CHAMBERS, LISA",(916) 856-5630,9470 MICRON,9470 Micron,SACRAMENTO,Sacramento,CA,95827,SACRAMENTO,3,206,LICENSED,6/27/1984,,12/10/2018,2,2,8,12,0,1,2,0,3/3/2017,74,USCGeocoder,156.3228,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,194197.0089,ArealInterpolationGeometricCentroid,Parcel,93.08284024,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.55889272,-121.3453559,Relaxed,
